VARIABLE;UNIDAD;ACTIVO;RAMA;LUGAR;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025
Inversión bruta;Miles de euros constantes base 2020;0. Total;7. Actividades inmobiliarias;España;20411686,51;22320889,89;23299806,04;29082307,66;35781312,34;31183533,46;30687389,7;28732075,62;31478067,96;35042834,92;37554837,07;35031859,6;35664472,67;35933461,39;35523513,85;33835971;31810950,86;31342809,36;30302516,94;29386260,12;30558396,67;28751955,52;30558765,59;30980652,56;34402644,81;35078719,25;37862860,57;36531575,72;34751368,14;33440857,84;33638577,65;36092787,44;39014601,07;40347262,49;44567481,21;49512121,93;57629945,7;61217887,13;65616194,24;70943592,01;75775683,29;82204902,8;86031810,58;88608390,17;78004127,89;62461907,94;56273573,54;48799648,68;49635110,97;43736902,26;49668188,29;37475869,77;42846990,87;54786116,69;64159592,9;68649601,74;64268300;70522375,36;75863441,02;74141200,7;76058448,16;79029410,63
Inversión bruta;Miles de euros constantes base 2020;0. Total;8. Actividades profesionales;España;351503,2247;492385,7071;521462,9629;566461,8313;685611,1607;688368,8568;829567,9556;910639,5924;930644,6344;950011,07;951626,3897;914552,6414;889565,5249;811725,8921;859053,0703;989406,4486;1050053,648;1151556,331;1430207,04;1485479,18;1597289,412;1760454,834;2385607,352;2437856,705;3451460,785;3639686,29;4550402,834;5153267,889;6388892,264;5504397,931;5992751,422;6640507,397;6004128,538;6363659,669;7196455,069;7655422,058;10746984,39;11864548,38;12352520,78;13946848,99;14638640,9;16257940,02;16980214,39;16383148,89;14002120,11;9292359,969;11148825,32;11229592,81;11381755,13;11673029,3;15821367,5;16996114,54;13174596,36;17678719,52;20819707,29;22260854,6;17731300;21565698,8;21401315,84;21948109,61;22876147,07;23957325,25
Inversión bruta;Miles de euros constantes base 2020;0. Total;8.1. Actividades profesionales, científicas y técnicas;España;246607,4465;344625,6025;364257,2126;397883,9434;481927,6189;484802,5658;586502,455;636923,7046;650314,5463;660216,9669;661863,9501;628096,7848;596303,9764;540873,5567;570107,2825;651733,4015;695421,9554;769151,0475;961601,6562;993618,0015;1044836,007;1140193,829;1528187,806;1538165,651;2208229,49;2296324,205;2965958,573;3363493,975;4214074,331;3636486,571;3883608,449;4159284,701;3421781,209;3492624,502;3779769,316;3800092,576;4086254,042;5213142,233;5615763,95;6282453,014;5995404,197;7267164,5;6962865,035;8108984,625;8448337,837;7413651,32;8384635,294;8200713,362;8484379,221;6896115,698;7843817,564;8081782,111;8828941,075;10050559,65;11100769,74;10916898,8;10026100;12610289,81;12686618,49;12202992,93;12587502,46;13206383,31
Inversión bruta;Miles de euros constantes base 2020;0. Total;8.2. Actividades administrativas y servicios auxiliares;España;104895,7781;147760,1046;157205,7504;168577,8879;203683,5418;203566,291;243065,5006;273715,8878;280330,0881;289794,1031;289762,4397;286455,8565;293261,5485;270852,3354;288945,7879;337673,0471;354631,6924;382405,2833;468605,3838;491861,1785;552453,405;620261,0043;857419,5456;899691,0548;1243231,295;1343362,084;1584444,261;1789773,914;2174817,933;1867911,36;2109142,973;2481222,696;2582347,33;2871035,167;3416685,754;3855329,482;6660730,35;6651406,148;6736756,832;7664395,975;8643236,699;8990775,519;10017349,36;8274164,266;5553782,27;1878708,649;2764190,028;3028879,451;2897375,911;4776913,601;7977549,932;8914332,433;4345655,281;7628159,866;9718937,556;11343955,8;7705200;8955408,989;8714697,35;9745116,681;10288644,61;10750941,94
Inversión bruta;Miles de euros constantes base 2020;0. Total;9. Administración pública, sanidad y educación;España;4773515,64;5674426,457;6840393,51;7203928,686;6501302,18;7407985,104;8233725,404;10147981,63;9663732,567;9624564,518;9824647,896;10763437,17;9659708,102;11130520,7;9997945,019;8594186,371;8990097,414;9956189,697;13513888,27;12042460,98;11218270,12;15521578,91;17117237,04;17568295,07;20372072,27;25227507,48;29848934,3;30592385,15;27319454,61;27686309,91;27295430,41;27169585,95;24626557,19;25524502,02;27900644,06;29067966,06;30701274,85;32944852,38;36625738,96;38400299,2;38496362,63;42552928,99;45372504;50295887,55;51112630,33;55258321,85;48994633,99;40724114,83;33834378,87;29358979,71;27106344,94;33500253,31;26876715,57;26770620,31;30272799,63;31225388,58;32576000;33719929,26;34512401,72;39156562,1;38032714,18;41677581,79
Inversión bruta;Miles de euros constantes base 2020;0. Total;9.1. Administración pública;España;4044802,686;4548600,424;5413051,937;5893492,32;4920515,314;5390763,24;5343899,094;6761772,417;6392392,272;6261908,797;5643332,686;6345509,665;5491925,781;6535831,769;4441854,74;4291911,056;3620272,559;5316154,503;7897194,417;8451689,491;7321241,506;10382564,06;11563343,65;12216749,42;15188299,51;18317578,3;22919872,97;23511989,36;21109958,42;21938019,35;21920675,48;21725459,27;18031221,16;18964904,14;20646270,65;21329175,77;20904216,69;22676893,15;25381288,78;26104626,73;25465989,21;28575462,75;29401286,35;32558201,3;33245317,74;37509967,78;33747533,74;26142706,47;21990063,77;15085236,2;13154161,43;19167292,7;12859831,83;13027409,7;14877668,66;14882797,37;16278600;17812755,57;18784593,08;20130834,48;20061549,31;20638284,79
Inversión bruta;Miles de euros constantes base 2020;0. Total;9.2. Educación pública;España;224130,3676;249694,1629;357607,1455;355288,6496;529840,082;644323,842;803061,8927;1097878,003;811645,1016;858938,9235;648104,1739;748462,0965;770629,9057;1045274,378;1539072,565;1150032,35;945898,5557;836645,2311;1016926,254;1000008,889;1097090,269;1071662,556;1169862,902;1157217,422;1303281,937;1773968,431;2256518,51;2500602,222;2143005,493;1957315,677;1752269,846;1651962,963;1820381,797;1743966,198;1913003,272;2128173,073;1902901,412;1820666,563;2371359,509;2600517,881;2866824,07;2854800,198;3479584,869;3749786,866;3881724,555;3812079,439;3104079,536;2280975,079;1736500,709;1627159,363;1492819,59;1645198,798;1454731,763;1640943,277;1693472,491;1841651,615;1989000;2229993,732;2273864,265;2902931,299;2824867,854;3502942,799
Inversión bruta;Miles de euros constantes base 2020;0. Total;9.3. Educación privada;España;239443,6302;317004,0341;338063,655;368446,0365;408840,2841;436990,3941;833096,724;895560,2144;1070792,665;1095188,002;1140250,205;1010765,93;855703,5681;756188,9597;793179,4155;762004,4874;643703,3841;564501,9929;555607,0944;537547,1016;557796,7948;539075,6314;673466,7822;692253,8425;813895,8605;850084,3069;838617,609;938586,9185;1175600,496;1122429,525;1371029,05;1652597,861;2505454,533;2630016;2772329,732;2726899,415;4126269,099;4450701,304;4540860,276;5087647,02;5322023,862;5797714,123;5695990,85;6167462,269;6307760,288;6355531,746;5930546,448;5841798,969;4782338,822;6470574,067;6175211,065;5991795,563;5730012,83;5491936,623;5532053,707;5435838,627;5242600;5154579,904;5180387,559;5510163,437;5853735,403;6061319,563
Inversión bruta;Miles de euros constantes base 2020;0. Total;9.4. Sanidad pública;España;164919,7037;443772,2526;598005,3229;445162,0198;513998,3632;805017,1008;1043886,46;1120927,148;1079115,783;908051,9164;1859998,897;1831397,901;1898212,511;1655959,284;2090270,607;1103825,946;1469733,537;1887026,208;2229209,295;1426491,807;1587744,523;2988100,9;3018727,927;2963769,311;2465612,134;3628986,872;3021828,188;2613441,687;2069010,377;1908501,955;1435854,867;1351165,584;1352498,526;1330276,002;1456515,631;1631917,265;1672562,532;1934750,147;2129527,33;2384048,489;2571977,993;2838913,286;3351956,76;3556970,805;4042765,693;4225889,009;3661792,602;3259449,88;2454160,498;2349750,738;2394686,137;2412716,177;2296243,168;2465692,13;2652947,521;2711386,708;3763000;3190345,337;3450191,425;4834183,606;4697197,008;5778868,651
Inversión bruta;Miles de euros constantes base 2020;0. Total;9.5. Servicios sociales públicos;España;77969,2052;82325,99582;95855,54249;103890,5819;84449,65791;82724,53528;133742,724;183889,4082;199126,4014;397677,3794;434667,6403;732989,6665;563955,1076;1035759,986;978596,2216;1177535,441;2203063,734;1243892,73;1696202,76;530153,1794;546733,4321;454121,4225;583711,3595;429597,3502;455537,6026;498098,0515;629179,4611;803040,414;572080,0948;561569,1021;477287,7287;433109,3505;507268,5705;386841,7957;484260,1136;527224,7214;496793,4474;559420,8387;660999,5724;731276,983;686094,4676;627923,579;1013612,992;1028348,327;894040,5799;1091567,691;1059037,335;731951,4911;492678,0341;266648,1203;305241,2084;258192,2352;278530,1758;308797,3727;303577,483;299093,3587;345000;436617,7712;469016,6509;627570,7497;648791,1762;879299,332
Inversión bruta;Miles de euros constantes base 2020;0. Total;9.6. Sanidad y servicios sociales privados;España;22250,04724;33029,58775;37809,90738;37649,07802;43658,47934;48165,99158;76038,50996;87954,43519;110660,3439;102799,4994;98294,29373;94311,91244;79281,22789;101506,3197;154971,4694;108877,0898;107425,6431;107969,0316;118748,4535;96570,51176;107663,5979;86054,33948;108124,4202;108707,7153;145445,2311;158791,5135;182917,5568;224724,5476;249799,7271;198474,3015;338313,4389;355290,9196;409732,6035;468497,8905;628264,6685;724575,8223;1598531,676;1502420,377;1541703,494;1492182,099;1583453,035;1858115,049;2430072,179;3235117,981;2741021,474;2263286,187;1491644,329;2467232,944;2378637,035;3559611,213;3584225,507;4025057,836;4257365,802;3835841,207;5213079,774;6054620,905;4957800;4895636,946;4354348,737;5150878,532;3946573,423;4816866,655
Inversión bruta;Miles de euros constantes base 2020;0. Total;10. Otros servicios;España;261603,9565;364026,7882;379936,7182;366785,7696;413897,2731;428034,0367;668303,5841;745011,3221;854179,1612;897642,4931;1007675,422;1047746,02;1046993,626;1162450,843;1496340,905;1531658,318;1413776,944;1408079,42;1645012,002;1755660,565;1975484,29;1988230,269;2659560,273;2739615,325;3211498,423;3431136,853;3380037,668;3710816,114;4318124,793;3787035,233;4181125,897;4527693,043;4640335,802;4956267,978;5580601,807;6181500,322;6638499,796;6977117,564;7322545,997;8283961,2;8690776,586;9319692,233;11476451;11379676,2;11628800,39;11229737,28;9062607,673;5013644,103;4536354,879;5021430,344;5302946,756;5402635,303;5414618,423;5309147,162;5950152,296;5624800,093;4561400;5006847,574;4602121,833;5042845,39;4948779,534;5288246,668
Inversión bruta;Miles de euros constantes base 2020;0. Total;10.1. Actividades artísticas, recreativas y de entretenimiento;España;192301,2884;267208,4233;279260,904;269427,5699;304953,8899;316700,8705;496220,8982;552328,9701;634170,6762;666349,286;745568,4019;777094,3402;776662,0269;860650,653;1106860,846;1129146,8;1040942,415;1041490,771;1223664,679;1314627,55;1484977,887;1493350,062;2004236,144;2066008,811;2421528,29;2583241,779;2535295,314;2782905,373;3232568,117;2844787,366;3142124,908;3460557,138;3525492,33;3762248,24;4266100,307;4802926,889;5510446,427;5720174,931;6058918,608;6945252,794;7395968,499;8052569,748;10044542,84;9840230,983;10091799,91;10150965,79;8322846,18;4266196,087;3519910,023;3835033,197;3982236,066;4135796,742;4023776,624;3809958,542;4410303,797;4130309,511;2976000;3956581,64;3805358,648;3871521,872;3796591,766;4061668,08
Inversión bruta;Miles de euros constantes base 2020;0. Total;10.2. Otros servicios n.c.o.p.;España;69302,66813;96818,36485;100675,8141;97358,19973;108943,3832;111333,1662;172082,6859;192682,3521;220008,4851;231293,2071;262107,0198;270651,6801;270331,5992;301800,1902;389480,0596;402511,5174;372834,5283;366588,6484;421347,3225;441033,0152;490506,4028;494880,2072;655324,1298;673606,5134;789970,1331;847895,0736;844742,354;927910,7414;1085556,676;942247,8678;1039000,989;1067135,905;1114843,471;1194019,739;1314501,501;1378573,433;1128053,369;1256942,633;1263627,39;1338708,406;1294808,088;1267122,485;1431908,161;1539445,212;1537000,478;1078771,485;739761,4937;747448,0156;1016444,856;1186397,147;1320710,69;1266838,561;1390841,799;1499188,62;1539848,498;1494490,583;1585400;1050265,933;796763,1854;1171323,518;1152187,768;1226578,589
Inversión bruta;Miles de euros constantes base 2020;0. Total;Otras agrupaciones sectoriales: Servicios totales (4-10);España;30492567,69;34416644,11;37612634,12;44114289,97;50649113,4;47310596,39;50300806,48;50173364,8;54889592,95;59096272,85;63862124,11;63310048,22;61172514,17;63399388,15;64233710,28;62247945,32;57984776,4;57814185,32;62177329,79;59306359,83;57339750,17;61541397,1;68447956,56;71634678,04;83857778,15;94416020,43;103762386,9;104924444,3;104105606,8;96317584,6;100126384,3;106564114,1;106707546,1;112487275,9;123611733,6;135433151,2;155468856,8;166638613,8;174242376,3;187091606,9;193086487,1;205766947,8;217239113,8;224800831,6;217132362,7;186928532,3;179207883,4;163600620,2;148419852,2;138416603,8;146013638;153737877,2;145495443,7;162996956,1;175191638,7;181732897;169084900;178990877;187460184,9;196890440,9;201774535;212217292,7
Inversión bruta;Miles de euros constantes base 2020;0. Total;Otras agrupaciones sectoriales: Servicios públicos (9.1, 9.2, 9.4 y 9.5);España;4511821,962;5324392,835;6464519,948;6797833,571;6048803,417;6922828,718;7324590,17;9164466,977;8482279,558;8426577,016;8586103,397;9658359,33;8724723,306;10272825,42;9049794,134;7723304,793;8238968,386;9283718,672;12839532,73;11408343,37;10552809,73;14896448,94;16335645,84;16767333,51;19412731,18;24218631,66;28827399,13;29429073,69;25894054,39;26365406,09;25586087,92;25161697,17;21711370,06;22425988,13;24500049,66;25616490,83;24976474,08;26991730,7;30543175,19;31820470,08;31590885,74;34897099,82;37246440,97;40893307,3;42063848,57;46639503,92;41572443,21;32415082,92;26673403,01;19328794,43;17346908,37;23483399,91;16889336,94;17442842,48;19527666,15;19734929,05;22375600;23669712,41;24977665,42;28495520,13;28232405,35;30799395,57
Inversión bruta;Miles de euros constantes base 2020;0. Total;Otras agrupaciones sectoriales: Servicios privados (4-8, 9.3, 9.6, 10);España;25980745,73;29092251,28;31148114,17;37316456,4;44600309,98;40387767,67;42976216,31;41008897,83;46407313,4;50669695,83;55276020,71;53651688,89;52447790,87;53126562,73;55183916,14;54524640,53;49745808,01;48530466,65;49337797,06;47898016,47;46786940,44;46644948,16;52112310,72;54867344,53;64445046,97;70197388,77;74934987,79;75495370,58;78211552,44;69952178,52;74540296,39;81402416,9;84996176,05;90061287,77;99111683,91;109816660,3;130492382,8;139646883,1;143699201,1;155271136,8;161495601,3;170869848;179992672,8;183907524,3;175068514,1;140289028,4;137635440,2;131185537,3;121746449,2;119087809,4;128666729,6;130254477,2;128606106,8;145554113,6;155663972,6;161997967,9;146709300;155321164,5;162482519,5;168394920,8;173542129,6;181417897,1
Inversión bruta;Miles de euros constantes base 2020;1. Activos materiales;0. Total;España;48738708,36;55539452,33;61450522,45;67832879,1;77416110,52;81432380,68;81111921,46;78551918,16;89066646,26;100322632,1;105891029,5;100390203,8;99542175,73;98406517,02;95268450,07;90781813,49;90220423,2;88280526,67;88750669,79;86777105,7;81797092,95;86023440,96;94099294,93;105699210,9;119005136,5;133843703,3;141265073,1;143148341,6;136918781;124421387,4;127663348,7;138032266,7;141086549,7;149086016,9;165538392,8;182088949,8;195675954;203065813,6;210046802,2;222083503;232547868,2;249105439,8;266219657,4;275686519,5;261306618,3;211748732,2;196451230,7;179047520;162565832,2;156002499,7;162899006;171450112;173520826,3;186946091,7;201242380,4;212978963,1;191289000;193933000;199859580,4;208473935,2;215324697,9;226338690,4
Inversión bruta;Miles de euros constantes base 2020;1. Activos materiales;1. Agricultura, ganadería, silvicultura y pesca;España;2376871,391;2851887,547;2924563,152;2842928,408;3977422,095;4024499,645;3773194,199;3802508,893;3771156,144;3682414,443;4449360,206;4611829,186;5078135,89;3639645,861;3746763,766;4115011,517;4943506,336;4823070,068;4577521,893;5057470,357;4855543,37;3898230,114;4147079,925;4122052,437;3842124,788;4230825,817;4452012,457;4049450,909;3188449,055;2784994,567;3083245,856;2913089,136;3509734,809;3711873,088;4139689,352;4476279,914;4017725,266;3634253,743;3795843,769;4025417,49;4219566,66;4357810,471;3915595,957;4246812,491;4999583,646;5239826,21;4468515,024;4184611,09;3857462,814;3679420,361;3842618,866;4314029,336;5253015,069;5533251,336;5487161,369;5232380,424;5189800;5292376,516;4593041,993;4591449,508;4686251,345;4869721,825
Inversión bruta;Miles de euros constantes base 2020;1. Activos materiales;2. Industria;España;8918595,795;10639382,06;12911518,1;12541001,17;13430705,34;15951486,13;16997503,45;15532455,23;17130760,41;20091004,34;22401859,03;20923288,07;21880107,38;22778734,83;21889263,28;20562488,67;21392215,1;21330968,58;17998659,68;18884945,21;19189041,24;18537470,57;21561150,76;25788861,46;23688127,4;25027068,82;27117995,03;29678106,51;25248425,8;22834308,67;21119934,77;23853930,19;25136220,14;26746731,33;31006113,88;34094607,88;29864152,5;28311888,27;27782177,88;27020542,91;28459862,11;27235263,86;30263267,46;30751369,56;31498459,69;32144517,81;29757568,92;28965270,74;31850699,55;33418935,54;30416103,04;34156580,75;34941273,21;35134237,13;38010452,22;41922646,11;38066200;37541494,52;33875933,61;37492653,1;40394593,76;41701249,44
Inversión bruta;Miles de euros constantes base 2020;1. Activos materiales;2.1. Energía;España;2793765,198;3333093,589;4279892,839;4400156,095;4430554,265;5026263,5;5329217,403;4733477,197;5241869,568;6219343,821;6319303,342;6946159,043;7612999,49;8954803,701;9022089,195;8219953,227;9856947,688;10643112,39;9134830,202;10264979,12;9901113,886;7756685,19;9365325,594;9973756,156;6412473,351;6047976,35;7162215,188;7212207,582;7215011,542;6573078,738;6937987,592;7166118,465;7358423,587;7658400,973;8429321,28;9426399,602;8443428,11;7076343,627;7820047,121;7815794,143;9390566,006;9701981,181;11966756,85;12133506,12;12554520,69;19677045,88;18222060,44;17885704,91;19782947,94;20992154,02;17926670,33;15657467,77;14315822,49;12174717,01;11604543,49;12278197,66;10656700;10573645,64;10295795,12;12698201,59;13300533,48;13176887,41
Inversión bruta;Miles de euros constantes base 2020;1. Activos materiales;2.1.1. Industrias extractivas;España;186665,4697;190441,4908;321623,4377;273875,5914;363711,7904;482096,0082;444319,0421;406195,3724;397400,3506;502132,3382;741589,0521;1114571,216;1093783,413;1191177,995;1092703,541;987679,9608;917332,0332;837761,8657;618681,1676;669414,4043;919319,1946;1093498,287;1070682,032;739219,792;806810,823;883976,7478;812839,6485;856488,5593;730328,5177;686185,1595;681259,6968;735699,4529;798959,9168;844343,5191;982411,6994;1088857,084;572181,7772;649359,218;646555,2523;608986,5255;465917,6866;478634,5712;744392,8517;602541,5791;604468,3642;1008026,381;1276284,162;579839,1121;779900,7547;617647,9421;956421,0009;836226,8388;621528,1208;551137,0596;745573,0773;1030812,654;493000;923688,9531;1159952,447;918662,6786;992381,1518;956956,8482
Inversión bruta;Miles de euros constantes base 2020;1. Activos materiales;"2.1.2. Energía eléctrica, gas y agua; actividades de saneamiento y gestión de residuos";España;2607099,728;3142652,098;3958269,401;4126280,504;4066842,475;4544167,492;4884898,361;4327281,824;4844469,217;5717211,483;5577714,29;5831587,827;6519216,077;7763625,706;7929385,653;7232273,266;8939615,655;9805350,528;8516149,035;9595564,714;8981794,691;6663186,903;8294643,561;9234536,364;5605662,528;5163999,602;6349375,54;6355719,023;6484683,024;5886893,579;6256727,896;6430419,012;6559463,67;6814057,454;7446909,581;8337542,518;7871246,333;6426984,409;7173491,869;7206807,617;8924648,319;9223346,61;11222364;11530964,54;11950052,32;18669019,49;16945776,28;17305865,8;19003047,18;20374506,08;16970249,33;14821240,93;13694294,37;11623579,95;10858970,41;11247385,01;10163700;9649956,686;9135842,678;11779538,91;12308152,32;12219930,56
